"id","data","campionato","sq_casa","sq_ospite","risultato_finale","reti_casa","reti_ospite","divisione","serie","tot_reti","diff_reti","risultato"
"1","1974-08-17",1974,"Birmingham City","Middlesbrough","0-3",0,3,"1",1,3,-3,"A"
"2","1974-08-17",1974,"Burnley","Wolverhampton Wanderers","1-2",1,2,"1",1,3,-1,"A"
"245";"1974-12-21";1974;"Manchester City";"Wolverhampton Wanderers";"0-0";0;0;"1";1;0;0;"D"
"246";"1974-12-21";1974;"Newcastle United";"Leeds United";"3-0";3;0;"1";1;3;3;"H"
"247";"1974-12-21";1974;"Stoke City";"Arsenal";"0-2";0;2;"1";1;2;-2;"A"
"248";"1974-12-21";1974;"Tottenham Hotspur";"Queens Park Rangers";"1-2";1;2;"1";1;3;-1;"A"
"249";"1974-12-26";1974;"Arsenal";"Chelsea";"1-2";1;2;"1";1;3;-1;"A"
"250";"1974-12-26";1974;"Carlisle United";"Newcastle United";"1-2";1;2;"1";1;3;-1;"A"
"251";"1974-12-26";1974;"Coventry City";"Stoke City";"2-0";2;0;"1";1;2;2;"H"
"252";"1974-12-26";1974;"Derby County";"Birmingham City";"2-1";2;1;"1";1;3;1;"H"
"253";"1974-12-26";1974;"Ipswich Town";"Luton Town";"0-1";0;1;"1";1;1;-1;"A"
"254";"1974-12-26";1974;"Leeds United";"Burnley";"2-2";2;2;"1";1;4;0;"D"
